	language	language_tag	local_name	iso_639_3	iso_639_1	family/subfamily/genus	version_index	version_tag	version	default_version
1680	Türkçe [Turkish]	tur	Türkçe	tur	tr	Altaic//Turkic	2308	KKDEU	Kutsal Kitap ve Deuterokanonik Kitaplar	No
1681	Türkçe [Turkish]	tur	Türkçe	tur	tr	Altaic//Turkic	2028	KMEYA	Turkish Bible Old Translation 1941	No
1682	Türkçe [Turkish]	tur	Türkçe	tur	tr	Altaic//Turkic	2091	ТКК	Кирил харфлерийле Тюркче Кутсал Китап	No
1683	Tłı̨chǫ Yatıì [Dogrib (Tlinchon)]	dgr	Tłı̨chǫ Yatıì	dgr		/	800	DNT08	Nǫ̀htsı̨ Nı̨htł'è	Yes
1684	Uare	ksj	Uare	ksj		/	1750	KSJ	Uare Bible	Yes
1685	Ubir	ubr	Ubir	ubr		/	1242	UBRNTPO	God An Dura Bobaibasit Boboun	Yes
1686	Ucayali-Yurúa Ashéninka	cpb	Ucayali-Yurúa Ashéninka	cpb		/	569	CPBNT	Kameethari Ñaantsi: ikenkitha-takoitziri awinkatharite Jesucristo; Owakerari aapatziya-wakagaantsi	Yes
1687	Udi	udi	Udi	udi		Nakh-Daghestanian/Daghestanian/Lezgic	2499	UDI	Udi Bibliya	Yes
1688	Uduk	udu	Uduk	udu		/	917	UDK	Uduk New Teatament and OT Portions	Yes
1689	Ullans [Ulster Scots]	sco_uls	Ullans	sco		/	885	USNT	Guid Wittins Frae Doctèr Luik	Yes
1690	Umanakaina	gdn	Umanakaina	gdn		/	962	GDNNT	Iya Yonai	Yes
1691	Umbu-Ungu	ubu	Umbu-Ungu	ubu		Trans-New Guinea//Chimbu	1234	UBUNT	Pulu Yemonga Ungu Kondemo	No
1692	Umbu-Ungu	ubu	Umbu-Ungu	ubu		Trans-New Guinea//Chimbu	1251	UBUNT	Pulu Yemonga Ungu Kondemo	No
1693	Umbu-Ungu	ubu	Umbu-Ungu	ubu		Trans-New Guinea//Chimbu	1417	UBUNNT	Pulu Yemonga ungu kondemo: Pulu Yemone nimbe panjipe mi lerimu ungu kondemo	Yes
1694	Umiray Dumaget Agta	due	Umiray Dumaget Agta	due		/	1339	DUENT	I bowon a pagpakikasungdu	Yes
1695	Una	mtg	Una	mtg		Trans-New Guinea//Mek	1670	UNANT	Ukuryok Ebdeibsou Uram	Yes
1696	Upper Necaxa Totonac	tku	Upper Necaxa Totonac	tku		/	729	TKUNT	Xasāstiʼ testamento (Xatze tachihuīn ixpālacata Jesucristo)	Yes
1697	Uralan Buliwya runasimi [South Bolivian Quechua]	quh	Uralan Buliwya runasimi	quh		Quechuan//Quechuan	2354	DQPC	DIOSPA QHELQACHISQ	No
1698	Uralan Buliwya runasimi [South Bolivian Quechua]	quh	Uralan Buliwya runasimi	quh		Quechuan//Quechuan	2353	DQDC	DIOSPA QHELQACHISQAN DEUTEROCANONICAL	No
1699	Uralan Buliwya runasimi [South Bolivian Quechua]	quh	Uralan Buliwya runasimi	quh		Quechuan//Quechuan	649	QUHNT	Dios Parlapawanchej	No
1700	Uralan Buliwya runasimi [South Bolivian Quechua]	quh	Uralan Buliwya runasimi	quh		Quechuan//Quechuan	2249	QCHSB	Qheshwa Biblia DC	No
1701	Urarina	ura	Urarina	ura		//	692	URANT	Cana Coaunera Ere	Yes
1702	Urat	urt	Urat	urt		Torricelli//Wapei-Palei	1475	URTY	Urat New Testament	Yes
1703	Urdū [Urdu (Roman)]	urd_rom	Urdū	urd		Indo-European//Indic	1553	URDR55	Inji’l i Muqaddas 1955	Yes
1704	Urdū [Urdu (Roman)]	urd_rom	Urdū	urd		Indo-European//Indic	1887	RGV	Roman Urdu Geo Bible	No
1705	Uri	uvh	Uri	uvh		/	1650	UVH	Anutuning midi totangka ingaʼni	Yes
1706	Urim	uri	Urim	uri		Torricelli//Urim	1478	URIK	Wurkapm a Maur Wailen	Yes
1707	Uripiv-Wala-Rano-Atchin	upv	Uripiv-Wala-Rano-Atchin	upv		Austronesian/Eastern Malayo-Polynesian/Oceanic	525	UNT	Naul On Nga Mimerr Uripiv	Yes
1708	Urubú-Kaapor	urb	Urubú-Kaapor	urb		Tupian//Tupi-Guaraní	688	URBNT	Tupã Je'ẽha	Yes
1709	Usan	wnu	Usan	wnu		Trans-New Guinea//Madang	1474	WNU	Qenu Qob Uber	Yes
1710	Usarufa	usa	Usarufa	usa		Trans-New Guinea//Eastern Highlands	1233	USANT	aúgen-anona-anonaimma	Yes
1711	Usila Chinantec	cuc	Usila Chinantec	cuc		Oto-Manguean//Chinantecan	769	CUCNT	Jau²³ hm²³ i⁴ra³tya²³ nei² quieh¹ re¹ Jesucristo quian⁴-¹	Yes
1712	Uspanteco	usp	Uspanteco	usp		/	684	USPNT	Lok'laj Jyolj Kakaj Dios	Yes
1713	Vagla	vag	Vagla	vag		Niger-Congo/Gur/Southern-Central Gur	1938	VAGBI	KƆRAAWIIZI HƆŊ Vagla	Yes
1714	Vaiphei	vap	Vaiphei	vap		/	1062	VAIP	PATHIAN LEKHABU THIANGTHO	Yes
1715	Van Kieu [Eastern Bru]	bru	Van Kieu	bru		Austro-Asiatic/Mon-Khmer/Katuic	1422	BRU	Parnai Yiang Sursĩ - Kinh Thánh tiếng Bru	Yes
1716	Vengo	bav	Vengo	bav		Niger-Congo/Benue-Congo/Bantoid	1742	BAV	Yigisǝ nwi mǝkee mǝfimǝ maŋ Ghaŋ Veŋoo	Yes
1717	Volapük	vol	Volapük	vol		/	2056	VOL	Pened balid Yoliánesà 1888	Yes
1718	Vosa Vakaviti [Fijian]	fij	Vosa Vakaviti	fij	fj	Austronesian/Eastern Malayo-Polynesian/Oceanic	676	FNV	Ai Vola Tabu Ena Vakavakadewa Vou	No
1719	Vosa Vakaviti [Fijian]	fij	Vosa Vakaviti	fij	fj	Austronesian/Eastern Malayo-Polynesian/Oceanic	508	FOV	Vakavakadewa Makawa	Yes
1720	Vosa Vakaviti [Fijian]	fij	Vosa Vakaviti	fij	fj	Austronesian/Eastern Malayo-Polynesian/Oceanic	675	FNVDC12	Vakavakadewa Vou kei na iVola tale eso	No
1721	Vute	vut	Vute	vut		/	887	NTV	Le Nouveau Testament en langue Vute	Yes
1722	Vwanji	wbi	Vwanji	wbi		/	2395	WBI	ɄLʉfingo ʉLʉpia	Yes
1723	Wa	wbm	Wa	wbm		/	325	WCL	Wa Common Language Translation	Yes
1724	Waawilûû [Ajië]	aji	Waawilûû	aji		Austronesian/Eastern Malayo-Polynesian/Oceanic	924	ANT	Ajie New Testament	Yes
1725	Waffa	waj	Waffa	waj		/	1253	WAJNT	Karaasa Yeena Rau Kioo Kuaivovee	Yes
1726	Wagi	fad	Wagi	fad		/	1565	FAD	Lukri Né Kena	Yes
1727	Wahau Kenyah	whk	Wahau Kenyah	whk		/	918	KNT	Kenyah New Testament	Yes
1728	Waima	rro	Waima	rro		Austronesian/Eastern Malayo-Polynesian/Oceanic	1472	RRONT	'Abi'uai Apa'uana Mahamahana	Yes
1729	Waimaha	bao	Waimaha	bao		Tucanoan//Tucanoan	231	BAONT	U̶mʉreco pacʉ wederique	Yes
1730	Wala	lgl	Wala	lgl		/	1905	LGL	Alafuuna Fa'alu Ala Saena 'I Wala	Yes
1731	Walmajarri	wmt	Walmajarri	wmt		Pama-Nyungan//Western Pama-Nyungan	1430	WMTOTNT	Wangki Wulyi Jirrkirlikanujuwal	Yes
1732	Wamey	cou	Wamey	cou		Niger-Congo/Atlantic/Tenda	2254	COUNT1	Vikerëh Vikasëk W̃ën gë Wapëgwala	Yes
1733	Wancho Naga	nnp	Wancho Naga	nnp		/	1064	NAGW	OTSAO BAIBEL	Yes
1734	Wandala	mfi	Wandala	mfi		Afro-Asiatic/Chadic/Biu-Mandara	1788	MFI	Namána á Dadaamiya Aŋwaslire (Cameroun)	Yes
1735	Wantoat	wnc	Wantoat	wnc		Trans-New Guinea//Finisterre-Huon	1470	WNCB	Nupela Testamen	Yes
1736	Waorani	auc	Waorani	auc		//	230	AUCNT	Wængonguï nänö Apæ̈negaïnö	Yes
1737	Wapishana	wap	Wapishana	wap		Arawakan//Wapishanan	451	WAPNT	Kaimana'o Tominkaru Paradan	Yes
1738	Waray (Philippines)	war	Waray (Philippines)	war		Austronesian//Greater Central Philippine	2198	MBBSAM	Samarenyo Meaning-Based Bible (1984)	Yes
1739	Waris	wrs	Waris	wrs		Border//Border	1469	WRSPB	Sesoana besal nemelmoa walsana moana	Yes
1740	Warlpiri	wbp	Warlpiri	wbp		Pama-Nyungan//Western Pama-Nyungan	1355	WBP	Warlpiri Bible 2014	Yes
1741	Wayampi	oym	Wayampi	oym		Tupian//Tupi-Guaraní	1352	OYMNT	Janejare'e Ayvukwerà	Yes
1742	Wayuu	guc	Wayuu	guc		Arawakan//Caribbean Arawakan	1584	GUC	Tü Nüchikimaajatkat Jesucristo	Yes
1743	Wedau	wed	Wedau	wed		Austronesian/Eastern Malayo-Polynesian/Oceanic	1416	WEDT	Topura Mark	No
1744	Wedau	wed	Wedau	wed		Austronesian/Eastern Malayo-Polynesian/Oceanic	1414	WEDW	Wedau Mark	Yes
1745	Weri	wer	Weri	wer		Trans-New Guinea//Goilalan	1289	WERNT	Ngönën Pepewer	Yes
1746	West Kewa	kew	West Kewa	kew		/	929	KEWNTPO	Gotena epe agaa	Yes
1747	Western Apache	apw	Western Apache	apw		Na-Dene//Athapaskan	573	APWNT	The New Testament of our Lord and Saviour Jesus Christ	Yes
1748	Western Bukidnon Manobo	mbb	Western Bukidnon Manobo	mbb		Austronesian//Greater Central Philippine	928	MBBOT	Is Lalag te Megbevayà	No
1749	Western Bukidnon Manobo	mbb	Western Bukidnon Manobo	mbb		Austronesian//Greater Central Philippine	1313	MBBNT	Is begu he paagi: ang pulong sa Dios	Yes
1750	Western Highland Chatino	ctp	Western Highland Chatino	ctp		Oto-Manguean//Zapotecan	730	CTPNT	Chaʼ suʼwe nu nchkwiʼ chaʼ ʼin Jesucristo nu nka xʼnaan	Yes
1751	Western Highland Purepecha	pua	Western Highland Purepecha	pua		/	549	DKPJ	Diósïri Karakata P´urheepecha Jimbo	Yes
1752	Western Huasteca Nahuatl	nhw	Western Huasteca Nahuatl	nhw		/	748	NHWBI	Icamanal toteco; Santa Bíblia	Yes
1753	Western Kanjobal	knj	Western Kanjobal	knj		Mayan//Mayan	623	KNJNT	Ja' An Nuevo Testamento	Yes
1754	Western Krahn	krw	Western Krahn	krw		/	2435	KDNT	Ku̍o̍ Delee	Yes
1755	Western Lawa	lcp	Western Lawa	lcp		/	2093	WLB	้พระคัมภีร์ละว้า	Yes
1756	Western Subanon	suc	Western Subanon	suc		/	1324	SUCNT	Kitab Bogu Pasad taluʼ nog Mikpongon	Yes
1757	Whitesands	tnp	Whitesands	tnp		/	1420	TNP	Nauəuə Asim Rəha Uhgɨn Nəmtətiən Vi	Yes
1758	Wichí [Wichí Lhamtés Güisnay]	mzh	Wichí	mzh		Matacoan//Matacoan	528	WCHB	Biblia Wichi	Yes
1759	Wichí Lhamtés Nocten	mtp	Wichí Lhamtés Nocten	mtp		/	560	WHYK	Silààt tà ‘is, tà ‘no’weenho wikyi’	Yes
1760	Wik-Mungkan	wim	Wik-Mungkan	wim		Pama-Nyungan//Northern Pama-Nyungan	1332	WIMNT	Wik Inangan Kan-Kanam God.antama	Yes
1761	Wipi	gdr	Wipi	gdr		/	946	GDRNT	Wipi Yɨt God ma Yɨna Sisɨl Yɨna Peba	Yes
1762	Wiru	wiu	Wiru	wiu		/	1286	WIUNT	Weneya Totono Keraisu Yesunomo	Yes
1763	Woun Meu	noa	Woun Meu	noa		Choco//Choco	1081	NOANT	Hẽwandam Hiek	Yes
1764	Woun Meu	noa	Woun Meu	noa		Choco//Choco	1082	NOAANT	Ẽwandam Iek	No
1765	Wuvulu-Aua	wuv	Wuvulu-Aua	wuv		/	1288	WUV	Wuvulu Manufau Fi'ugaia	Yes
1766	Wè Northern	wob	Wè Northern	wob		Niger-Congo//Kru	1940	WOBNT	DBƐƐDƐ DEE‑	Yes
1767	Xavánte	xav	Xavánte	xav		Macro-Ge//Ge-Kaingang	683	XAVBP	ꞌRe Ihâimana Uꞌâsi Mono Zadawa Wasuꞌu	Yes
1768	Xicotepec De Juárez Totonac	too	Xicotepec De Juárez Totonac	too		Totonacan//Totonacan	780	TOONT	Huan Xasāstiʼ testamento: Huan xatzey tachihuīn ixpālacata Jesucristo	Yes
1769	Xitsonga [Tsonga]	tso	Xitsonga	tso	ts	Niger-Congo/Benue-Congo/Bantoid	184	TSO89	BIBELE Mahungu Lamanene	Yes
1770	Xitsonga [Tsonga]	tso	Xitsonga	tso	ts	Niger-Congo/Benue-Congo/Bantoid	418	TSO89	BIBELE Mahungu Lamanene	No
1771	Xitsonga [Tsonga]	tso	Xitsonga	tso	ts	Niger-Congo/Benue-Congo/Bantoid	607	TSO29NO	Xitsonga (Bibele)	No
1772	Yagua	yad	Yagua	yad		Peba-Yaguan//Peba-Yaguan	680	YADNT	Ju̱denu jto̱ nijya̱nvamyu	Yes
1773	Yakan	yka	Yakan	yka		Austronesian//Sama-Bajaw	1388	YAKV	Kitab Injil	Yes
1774	Yalunka	yal	Yalunka	yal		/	620	KITABUNA	Kisin Kiraan Kitabuna	Yes
1775	Yalálag Zapotec	zpu	Yalálag Zapotec	zpu		/	731	ZPUNT	Diʼll danʼ nsaʼa yel nban (El Nuevo Testamento en el Zapoteco de Yalálag)	Yes
1776	Yamba	yam	Yamba	yam		Niger-Congo/Benue-Congo/Bantoid	1160	YAMNT	Ŋwàk Nwì Ma Rʉ̀k Nə̀ Fi	Yes
1777	Yambeta	yat	Yambeta	yat		/	2257	YATDBL	Nɛsɔ́g nɛ́ Nɛwa	Yes
1778	Yami	tao	Yami	tao		Austronesian//Batanic	2364	SNT	Seysyo No Tao	Yes
1779	Yaminahua	yaa	Yaminahua	yaa		Panoan//Panoan	679	YAANT	Niospa meka fena Jesucristoõnoa	Yes
1780	Yanesha'	ame	Yanesha'	ame		Arawakan//Yanesha'	512	AMENT	Yompor Poʼñoñ ñeñt ̃ attõ Yepartseshar Jesucristo eʼñe etserra aʼpoctaterrnay Yomporesho	Yes
1781	Yanyuwa	jao	Yanyuwa	jao		Pama-Nyungan//Western Pama-Nyungan	2400	JAO	Yanyuwa	Yes
1782	Yaouré	yre	Yaouré	yre		/	938	YRENT	Bali -le 'fluba 'trɛ Zozi blamin pli Bali man 'e 'pee	Yes
1783	Yapese	yap	Yapese	yap		Austronesian//Yapese	1919	YAP	Bible Ni Thothup	Yes
1784	Yaqui	yaq	Yaqui	yaq		Uto-Aztecan//Cahita	799	YAQNT	Yoʼowe Jesukrijtota itom yaʼariakaʼu betchiʼbo juʼu bemelaka liojta betana lutuʼuria yaʼari (El Nuevo Testamento en yaqui)	Yes
1785	Yareba	yrb	Yareba	yrb		Yareban//Yareban	1025	YRB	GODINU DUBU KOBERE SINA	Yes
1786	Yareni Zapotec	zae	Yareni Zapotec	zae		/	1353	ZAE	Ka Tisa ge Tata Jesucristuha	Yes
1787	Yatee Zapotec	zty	Yatee Zapotec	zty		/	755	ZTYNTPS	Dižaʼ chaweʼ kub len Salmo kaʼ	Yes
1788	Yatzachi Zapotec	zav	Yatzachi Zapotec	zav		Oto-Manguean//Zapotecan	828	ZAVNT	Testament Cobə deʼen choeʼ dižəʼ c̱he ancho Jesocristənʼ	Yes
1789	Yawa	yva	Yawa	yva		//	475	YVANT	Ayao amisy urairi wanyin	Yes
1790	Yaweyuha	yby	Yaweyuha	yby		/	1387	YBYNT	Monoka Madona Ohatama	Yes
1791	Yawo (Yaawo) [Yao]	yao	Yawo (Yaawo)	yao		Niger-Congo/Benue-Congo/Bantoid	1437	YAWO	Chiyawo Bible	Yes
1792	Yele	yle	Yele	yle		Yele//Yele	1241	YLE	The New Testament in the Rossel Language, also called the Yele Language, of Papua New Guinea	Yes
1793	Yessan-Mayo	yss	Yessan-Mayo	yss		Sepik//Tama Sepik	1093	YSS-YAWU	GOD ETER AGERKE NAMDERASEM TUMA YENBO	Yes
1794	Yimchungru Naga	yim	Yimchungru Naga	yim		/	1063	NAGY	AMÜSÜH HÜM	Yes
1795	Yindjibarndi	yij	Yindjibarndi	yij		Pama-Nyungan//Western Pama-Nyungan	2402	YIJ	Yindjibarndi Luke	Yes
1796	Yine	pib	Yine	pib		Arawakan//Purus	652	PIBNT	Gerotu Tokanchi Gipiratkaluru	Yes
1797	Yongkom	yon	Yongkom	yon		Trans-New Guinea//Ok	1471	YONB	God Ye Weng Karadmo	Yes
1798	Yopno	yut	Yopno	yut		/	468	YUTNT	Piŋkop Gen	Yes
1799	Yorùbá [Yoruba]	yor	Yorùbá	yor	yo	Niger-Congo/Benue-Congo/Defoid	911	YCB	Bíbélì Mímọ́ ní Èdè Yorùbá Òde-Òní	No
1800	Yorùbá [Yoruba]	yor	Yorùbá	yor	yo	Niger-Congo/Benue-Congo/Defoid	207	BM	Yoruba Bible	Yes
1801	Yosondúa Mixtec	mpm	Yosondúa Mixtec	mpm		Oto-Manguean//Mixtecan	741	MPMNT	Nuevo Testamento en mixteco de Yosondúa	Yes
1802	Yucuna	ycn	Yucuna	ycn		Arawakan//Inland Northern Arawakan	1101	YCNNT	Tupana Puraca'alo Mari	Yes
1803	Yup'ik [Central Yupik]	esu	Yup'ik	esu		Eskimo-Aleut//Eskimo	1390	YPK	Yupik Bible	Yes
1804	Zaiwa [Zaiwa (Atsi)]	atb	Zaiwa	atb		/	976	ATBNT	Chyoiyúng chyumlaiká: dangshikaq asik; Zaiwa	Yes
1805	Zaiwa [Zaiwa (Atsi)]	atb	Zaiwa	atb		/	2078	ATB1951	Marku mau sau 1951; Zaiwa	No
1806	Zapotec Amatlán [Amatlán Zapotec]	zpo	Zapotec Amatlán	zpo		/	291	ZPONT	Wdizh kwaan nyaadno yalnaban	Yes
1807	Zapotec Rincón [Rincón Zapotec]	zar	Zapotec Rincón	zar		/	284	ZARNT	Didza' cubi rucá'ana tsahui'	Yes
1808	Zapotec San Juan Guelavía [Western Tlacolula Valley Zapotec]	zab	Zapotec San Juan Guelavía	zab		Oto-Manguean//Zapotecan	283	ZABNT	Xtiidx Dios cun ditsa	Yes
1809	Zaramo / Zalamo	zaj	Zaramo / Zalamo	zaj		/	2373	KIZALAMO	Lagano da Isambi Muulonzi wa Kizalamo	Yes
1810	Zeme Naga	nzm	Zeme Naga	nzm		Sino-Tibetan/Tibeto-Burman/Kuki-Chin	1071	NAGZ	KEMCI BIBLE	Yes
1811	Zhuang, Yongbei	zyb	Zhuang, Yongbei	zyb		/	1656	YBNT	Gij Baujcingq Moq Caeuq Geij Bonj Gij Baujcingq Daeuzdaeuz	Yes
1812	Zia	zia	Zia	zia		/	625	ZIANT	Tuwa Yesu Kristora bowi iwaing	Yes
1813	Zigula	ziw	Zigula	ziw		/	1035	ZIBT	Lagano hya	Yes
1814	Zo [Zou]	zom	Zo	zom	zo	/	1065	ZOMI	LAISIENGTHOU	No
1815	Zo [Zou]	zom	Zo	zom	zo	/	2486	ZBOTF01	Zo Bible	No
1816	Zo [Zou]	zom	Zo	zom	zo	/	208	ZIV	Zokam International Version	Yes
1817	Zoogocho Zapotec	zpq	Zoogocho Zapotec	zpq		Oto-Manguean//Zapotecan	744	ZPQNT	Dižaʼ güen c̱he ancho Jesucristo	Yes
1818	Zotung Chin	czt	Zotung Chin	czt		/	1959	ZB16	Zotung Bible 2016	Yes
1819	Zyphe [Zyphe Chin]	zyp	Zyphe	zyp		/	930	ZYPNT	Biahrai Tha, Zyphe rei	Yes
1820	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	1931	SUB1949	Baiberi Magwaro Matȿene aMŋari 1949 (Doke)	No
1821	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	32	BDSC	Bhaibheri Dzvene MuChiShona Chanhasi	Yes
1822	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	2262	SCLB	Bhaibhiri Idzva rechiShona	No
1823	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	2245	SCLBC	Bhaibhiri Idzva rechiShona rine Dhuterokanonika	No
1824	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	2248	SCLBD	Bhaibhiri Idzva rechiShona rine Dhuterokanonika	No
1825	chiShona [Shona]	sna	chiShona	sna	sn	Niger-Congo/Benue-Congo/Bantoid	1960	SNA2002	Shona Bible 1949, revised 2002	No
1826	chiTonga [Tonga (Zambia)]	toi	chiTonga	toi		Niger-Congo/Benue-Congo/Bantoid	984	IBBAIB63	Ibbaibele 1963	Yes
1827	didz-rieꞌ [Guevea De Humboldt Zapotec]	zpg	didz-rieꞌ	zpg		/	2289	ZPG	Zapotec, Guevea de Humboldt New Testament	Yes
1828	eʋegbe [Éwé]	ewe	eʋegbe	ewe	ee	Niger-Congo//Kwa	2259	EWERV	Biblia alo Ŋɔŋlɔ Kɔkɔe La Le Eʋegbe Me 1913	Yes
1829	eʋegbe [Éwé]	ewe	eʋegbe	ewe	ee	Niger-Congo//Kwa	1613	BEE	Biblica Éwé New Testament	No
1830	isiNdebele [South Ndebele]	nbl	isiNdebele	nbl	nr	Niger-Congo/Benue-Congo/Bantoid	450	SND12	IsiNdebele 2012 Translation	Yes
1831	isiNdebele [Ndebele]	nde	isiNdebele	nde	nd	/	1626	IBE	IBhayibhili Elingcwele 2006	Yes
1832	isiXhosa [Xhosa]	xho	isiXhosa	xho	xh	Niger-Congo/Benue-Congo/Bantoid	282	XHO96	IBHAYIBHILE	No
1833	isiXhosa [Xhosa]	xho	isiXhosa	xho	xh	Niger-Congo/Benue-Congo/Bantoid	281	XHO75	IZIBHALO EZINGCWELE	Yes
1834	isiZulu [Zulu]	zul	isiZulu	zul	zu	Niger-Congo/Benue-Congo/Bantoid	286	ZUL59	IBHAYIBHELI ELINGCWELE	Yes
1835	ladakhspa [Ladakhi]	lbj	ladakhspa	lbj		Sino-Tibetan/Tibeto-Burman/Bodic	1458	LBJ	Ladakhi	Yes
1836	lea fakatonga [Tonga (Tonga Islands)]	ton	lea fakatonga	ton	to	Austronesian/Eastern Malayo-Polynesian/Oceanic	1307	TMB	KO E TOHITAPU KATOA	No
1837	lea fakatonga [Tonga (Tonga Islands)]	ton	lea fakatonga	ton	to	Austronesian/Eastern Malayo-Polynesian/Oceanic	1070	TCNT	Ko e Fuakava Fo'ou (Ko e TAULUA)	Yes
1838	siSwati [Swazi]	ssw	siSwati	ssw	ss	Niger-Congo/Benue-Congo/Bantoid	604	SWT	Siswati 1996 Bible	Yes
1839	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	19	BD2011	Ban Dich 2011	No
1840	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	449	NVB	Kinh Thánh Bản Dịch Mới	No
1841	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	193	VB1925	Kinh Thánh Bản Truyền Thống 1925	No
1842	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	1638	KTHD	Kinh Thánh Hiện Đại	No
1843	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	151	VIE2010	Kinh Thánh Hiệu Đính 2010 - Revised Vietnamese Bible	Yes
1844	tiếng Việt [Vietnamese]	vie	tiếng Việt	vie	vi	Austro-Asiatic/Mon-Khmer/Viet-Muong	205	BPT	Thánh Kinh: Bản Phổ thông™	No
1845	u̱t-Hun [Hun-Saare]	dud	u̱t-Hun	dud		Niger-Congo/Benue-Congo/Kainji	1977	DUDNT	Mɑ‑to̱ Shir Taku̱rda-o swo̱r o-nu pu̱-o̱	Yes
1846	Íslenska [Icelandic]	isl	Íslenska	isl	is	Indo-European//Germanic	2359	BIBLIAN81	Biblían (1981)	No
1847	Íslenska [Icelandic]	isl	Íslenska	isl	is	Indo-European//Germanic	1915	BIBLIAN07	Biblían (2007)	Yes
1848	Ömie	aom	Ömie	aom		Trans-New Guinea//Koiarian	931	AOMNT	God-are Jögoru Iꞌoho	Yes
1849	Čeština [Czech]	ces	Čeština	ces	cs	Indo-European//Slavic	15	B21	Bible 21	Yes
1850	Čeština [Czech]	ces	Čeština	ces	cs	Indo-European//Slavic	44	BKR	Bible Kralická 1613	No
1851	Čeština [Czech]	ces	Čeština	ces	cs	Indo-European//Slavic	162	BCZ	Slovo na cestu	No
1852	Čeština [Czech]	ces	Čeština	ces	cs	Indo-European//Slavic	509	CSP	Český studijní překlad	No
1853	Īnū Ayimūn [Southern East Cree]	crj	Īnū Ayimūn	crj		/	1946	CRJRNT	Chishemanituu Utayimuwin: Kaa Uskaach Testament	Yes
1854	Īnū Ayimūn [Southern East Cree]	crj	Īnū Ayimūn	crj		/	1947	JBCNT	ᒋᔐᒪᓂᑑ ᐅᑕᔨᒳᐃᓐ ᑳ ᐅᔅᑳᒡ ᑌᔅᑎᒥᓐᑦ	No
1855	Ελληνικά [Modern Greek]	ell	Ελληνικά	ell	el	Indo-European//Greek	921	FPB	H Αγία Γραφή στη Δημοτική (Filos Pergamos)	No
1856	Ελληνικά [Modern Greek]	ell	Ελληνικά	ell	el	Indo-European//Greek	173	TGV	Η Αγία Γραφή (Παλαιά και Καινή Διαθήκη)	Yes
1857	Ελληνικά [Modern Greek]	ell	Ελληνικά	ell	el	Indo-European//Greek	346	TGVD	Η Αγία Γραφή με τα Δευτεροκανονικά (Παλαιά και Καινή Διαθήκη)	No
1858	Ελληνικά [Modern Greek]	ell	Ελληνικά	ell	el	Indo-European//Greek	423	NTV	Η Καινή Διαθήκη του Κυρίου και Σωτήρος ημών Ιησού Χριστού κατά νεοελληνικήν απόδοσιν	No
1859	Ελληνιστική Κοινή [Koine Greek]	grc	Ελληνιστική Κοινή	grc		/	182	TR1624	Elzevir Textus Receptus 1624	Yes
1860	Ελληνιστική Κοινή [Koine Greek]	grc	Ελληνιστική Κοινή	grc		/	156	SBLG	SBL Greek New Testament	No
1861	Ελληνιστική Κοινή [Koine Greek]	grc	Ελληνιστική Κοινή	grc		/	183	TR1894	Scrivener’s Textus Receptus 1894	No
1862	Ελληνιστική Κοινή [Koine Greek]	grc	Ελληνιστική Κοινή	grc		/	2270	THGNT	The Greek New Testament	No
1863	Ελληνιστική Κοινή [Koine Greek]	grc	Ελληνιστική Κοινή	grc		/	209	BYZ04	Πατριαρχικό Κείμενο (Έκδοση Αντωνιάδη, 1904)	No
1864	Алтай тил [Southern Altai]	alt	Алтай тил	alt		Altaic//Turkic	1850	ALTNTBC	Јаҥы Кереес	Yes
1865	Башҡортча [Bashkir]	bak	Башҡортча	bak		Altaic//Turkic	2419	Н	Башкирский ВЗ (неполный) (БВЗ	No
1866	Башҡортча [Bashkir]	bak	Башҡортча	bak		Altaic//Turkic	1929	BSKNT14	Инжил	Yes
1867	Къырымтатарджа [Crimean Tatar]	crh	Къырымтатарджа	crh		Altaic//Turkic	1550	CTB	Мукъаддес Китап	Yes
1868	Македонски [Macedonian]	mkd	Македонски	mkd	mk	Indo-European//Slavic	1501	MK2006	Macedonian Standard Bible with cross-references 2006	Yes
1869	Македонски [Macedonian]	mkd	Македонски	mkd	mk	Indo-European//Slavic	311	MKB	БИБЛИЈА (Свето Писмо): Стариот и Новиот Завет	No
1870	Македонски [Macedonian]	mkd	Македонски	mkd	mk	Indo-European//Slavic	322	MNT	Динамичен превод на Новиот завет на македонски јазик	No
